"patients","tgds","generate_tgds","extract_to_fo","core_chase","build_graphs","paths_hitting","transfer_delete","total_runtime","ts"
"40000","100","0.004540299999998609","0.9827228999999988","7.186268199999997","0.07440430000000475","1.5560304999999985","0.04957560000000427","9.853541800000002","2025-09-18T17:31:52"
"40000","200","0.007124899999993772","2.6317353999999966","7.471655499999997","0.38974890000000073","1.4676212999999976","0.043480299999998806","12.011366299999985","2025-09-18T17:32:05"
"40000","400","0.02449680000000143","3.257510499999995","15.3514853","2.2643910000000034","1.392300800000001","0.07393670000000441","22.364121100000006","2025-09-18T17:32:30"
"200000","100","0.0056101999999995655","11.0350313","35.4144829","0.6011370000000085","8.329692100000003","0.14730640000000506","55.53325990000002","2025-09-18T17:34:38"
"200000","200","0.00873129999999378","11.894688900000006","36.533444","0.9166118999999924","8.330222800000001","0.13581019999998034","57.819509099999976","2025-09-18T17:35:45"
"200000","400","0.020442799999983663","18.504245800000007","85.4199108","14.729327000000012","8.485269099999982","0.2765420000000063","127.43573749999999","2025-09-18T17:38:01"
"20000","100","0.00594159999999988","0.7525865999999999","2.2403794000000006","0.08809129999999943","0.7172304","0.019610100000000408","3.8238394","2025-09-18T17:54:42"
"20000","200","0.008154600000000123","1.0893464000000002","4.1940661","0.5287307000000006","0.7075054999999999","0.024593599999999327","6.5523969","2025-09-18T17:54:49"
"250000","100","0.004497000000000639","15.480225900000004","36.560439099999996","4.893434599999992","10.242817299999999","0.08155829999999753","67.2629722","2025-09-18T17:56:47"
"250000","100","0.0058017999999968595","16.383998300000002","38.02844519999999","5.145998699999993","9.978717899999992","0.6493015000000071","70.19226339999999","2025-09-18T18:00:55"
"250000","100","0.004076699999998823","16.0405475","37.5327994","4.669776299999995","10.712551199999993","0.46912859999999057","69.42887969999998","2025-09-18T18:04:39"
"250000","200","0.00759920000000136","25.09689730000001","80.0155268","17.7125049","14.057156300000003","1.8430822999999918","138.7327668","2025-09-18T18:07:09"
"250000","400","0.02432179999999562","31.859588199999962","126.8228158","24.513479700000005","11.771562700000004","1.7453603999999814","196.73712859999995","2025-09-18T18:10:38"
